Name,brand,rating,no_rating,key_benefit
Dr Willmar Schwabe India Fragaria Vesca Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Aconitum Napellus 0/29 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Natrum Muriaticum Globules 0/6 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Leucas Aspera (Drone) Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Sabadilla Dilution 30,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '']"
Rxhomeo Pulsatilla 200C Pellets,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Tellurium Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Reckeweg &Co.gmbH Echinacea Purpurea Mother Tincture Q,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Coca Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
SBL Colchicum Dilution 6 CH,SBL Pvt Ltd,4.5,160 Ratings,"['', '', '', '', '', '', '', '', '']"
Bjain Berberis Aquifolium Cream,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Tabacum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Wheezal Graphites Globules 0/17 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Fucus Vesiculosus Trituration Tablet 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Bjain Zincum Metallicum Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Sinapis Nigra Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Filipendula Ulmaria Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Yucca Filamentosa Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Ignatia Amara Dilution 10M CH,SBL Pvt Ltd,4.5,360 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Ferrum Muriaticum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Ruta Graveolens Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Wheezal Dilution Solanum Nigrum 6,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
ADEL Acid Phosphoric Dilution 200,Adel Pekana Germany,4.6,19 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Bio-Combination 27 (BC 27) Tablet,Dr Willmar Schwabe India Pvt Ltd,4,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Oleum Animale Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ambrosia Artemisiaefolia Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal WL54 Gout Drop,Wheezal Homoeo Pharma,,,[]
Dr Willmar Schwabe India Lachnanthes Tinctoria Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
ADEL Magn. Phos. Dilution CM,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ocimum Sanc Dilution 30,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Sanguinarinum Nitricum Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Symphoricarpus Racemosus Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '']"
Bjain Hypericum Perforatum Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.6,47 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Helonias Dioica Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Hyoscyamus Niger Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Ralson Remedies Pankreaso Drop,Ralson Remedies Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Crotalus Horridus 0/17 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Bothrops Lanceolatus Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Causticum Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Arum Maculatum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Berberis Vulgaris Globules 0/26 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Cineraria Mariatima Dilution 12 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Hydrophobinum Dilution CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Ferrum Plus Iron Tonic,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.5,67 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Psorinum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.1,32 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Kreosotum Globules Pellet Multidose Pills 200 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Calcarea Fluor Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Sanguinaria Canadensis Globules 0/1 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Similia Thyroidinum Trituration Tablet 6X,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Arsenicum Album Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,108 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Blatta Ori. Dilution 200,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Silicea Biochemic Tablet 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Nux Moschata Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Condurango Dilution 6 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Allium Sativum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Cantharis Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.7,19 Ratings,"['', '', '', '', '', '', '', '', '']"
Radient Hairon Oral Drops,Radient Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Hydrofloricum Dilution (30ml Each) 50M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Hydrofloricum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Medisynth Kofgan Forte Drop,Medisynth Chemicals Pvt Ltd,4.2,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Tabacum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Anacardium Orientale Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Wheezal Niccolum Sulphuricum Dilution CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Asparagus Officinalis Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Lithium Carbonicum Dilution 30,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Nux Vomica Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,4.6,188 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bjain Stramonium Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ferrum Arsenicum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '']"
Dr Reckeweg &Co.gmbH Kali Muricaticum Biochemic Tablet 12X,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Paeonia Officinalis Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Hypericum Perforatum Dilution 50M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,47 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Yohimbinum Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4,28 Ratings,"['', '', '', '', '', '', '', '']"
Wheezal Hepar Sulphur Globules 0/25 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Solidago Virgaurea Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Lord's Kali Phos Biochemic Tablet 30X,Lord's Homoeopathic Laboratory Pvt Ltd,4.6,103 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Coca Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bio India Natrum Muriaticum Biochemic Tablet 6X,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Nux Vomica 0/6 LM,SBL Pvt Ltd,4.3,82 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Dioscorea Villosa Dilution 30,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Kali Bichromicum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Wyethia Helenioides Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,3.9,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
ADEL Cantharis. Dilution 30,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Dolichos Pruriens Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Bjain Ferrum Iodatum Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Similia Kali Mur Biochemic Tablet 6X,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Tarentula Hispanica Dilution 12 CH,SBL Pvt Ltd,4.5,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Sanicula Europaea Dilution 6 CH,SBL Pvt Ltd,,,[]
Bakson's Homeopathy Bromium Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr Willmar Schwabe India Berberis Vulgaris Dilution 3X,Dr Willmar Schwabe India Pvt Ltd,4.5,35 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Myristica Sebifera Dilution 10M,Adel Pekana Germany,4.6,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Cicuta Virosa Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Phosphorus Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,36 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Sparteinum Sulphuricum Dilution 1000 CH,SBL Pvt Ltd,,,[]
Bjain Symphytum Officinale Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.5,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Hapdco MTC-18 Nerve And Sleep Drop,HAPDCO,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Acidum Citricum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cajuputum Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Dr. Reckeweg Ruta Grav Mother Tincture Q,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Reckeweg &Co.gmbH Causticum Dilution 200 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Mother Tincture Terminalia Arjuna Q,LDD Bioscience Pvt Ltd,,,[]
Wheezal Aletris Far. Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Ginseng Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.6,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Penicillinum Dilution 200 CH,SBL Pvt Ltd,4.2,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Senega Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
SBL Natrum Muriaticum 0/19 LM,SBL Pvt Ltd,4.7,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cola Acuminata Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Agraphis Nut Dilution 30 CH,Dr Reckeweg & Co,4.2,16 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Tartaricum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Nux Vomica Dilution 12C,Bjain Pharmaceuticals Pvt. Ltd.,4.6,188 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Medisynth Rauwolfia Serpentina,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
SBL Alnus Glutinosa Dilution 3 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Calcarea Fluorica Globules 0/18 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bjain Calcarea Silicata Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Calcarea Sulphurica Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.7,25 Ratings,"['', '', '', '', '', '', '', '', '']"
SBL Cimicifuga Racemosa Dilution 3 CH,SBL Pvt Ltd,4.6,154 Ratings,"['', '', '', '', '', '', '', '', '']"
Medisynth Kali Carbonicum Dilution 30,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Gelsemium Sempervirens Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.6,130 Ratings,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Baryta Carbonica Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Wheezal Bryonia Alba Globules 0/21 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr. Reckeweg Naphthalinum Dilution 200 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Oleander Dilution 12 CH,SBL Pvt Ltd,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Natrum Muriaticum Biochemic Tablet 30X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Variolinum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Kali Carb Dilution 200,Adel Pekana Germany,4.8,16 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Lathyrus Sativus Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,[]
LDD Bioscience Carbo Sulph Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Calcarea Carbonica 0/19 LM,SBL Pvt Ltd,4.4,22 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Crotalus Horridus Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Parotidinum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Thymus Vulgaris Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Allen A72 Menopause Drop,Allen Homoeo & Herbal Products Ltd,,,[]
Dr Willmar Schwabe India Mercurius Vivus Dilution 50M CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Adrenocorticotrophin Dilution 10M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Cuprum Metallicum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,4.6,35 Ratings,"['', '', '', '', '', '', '', '', '']"
Organon Orga Bronchodil Cough Syrup,Organon Homoeo Laboratory Pvt Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Boiron Dulcamara Pellets 10M,Boiron Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
SBL Coffea Tosta Dilution 1000 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Calcarea Sulphuratum Dilution 200,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Kali Phosph Dilution CM CH,Dr Reckeweg & Co,4.6,44 Ratings,[]
Bjain Ozone Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Wheezal Hyoscyamus Niger Globules 0/4 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
SBL Argentum Muriaticum Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Quercus Glandium Spiritus Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Calcarea Phosphorica Globules 0/19 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
ADEL Oleum Jec Dilution 6,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Colocynthis Globules 0/12 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Oxalicum Dilution (30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
Bjain Baryta Muriatica Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.3,10 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Benzoicum Dilution (30ml Each) 10M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Abroma Radix Dilution (30 ml Each) 6 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '']"
Pioneer Pharma Sarracenia Pur Globules Pellet Multidose Pills 1000 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Arnica Album Dilution 200 (30ml Each),Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Kali Carbonicum Dilution 6 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.8,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Omeo Anaemia Tablet,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Calc Sulph Biochemic Tablet 12X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Sabadilla Dilution 6,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Bolda Dilution(30ml Each) 200,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Bio-Combination 02 (BC 02) Tablet,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Actaea Spicata Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.8,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Nat Sulph Biochemic Tablet 12X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
ADEL Cholesterinum Dilution 30,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Cupressus Lawsoniana Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Euphrasia Officinalis Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.8,30 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Rinikind Globules,Dr Willmar Schwabe India Pvt Ltd,4.5,41 Ratings,[]
Bjain Kali Carbonicum Globules 0/20 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bio India Bach Flower Aspen,Bio-India Pharma Pvt Ltd,4.2,16 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Kreosotum Globules 0/11 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
Dr. Reckeweg Absinthium Mother Tincture Q,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Scutellaria Lut Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
SBL Oenanthe Crocata Dilution 1000 CH,SBL Pvt Ltd,4.1,39 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Abroma Augusta Dilution 12C,Bjain Pharmaceuticals Pvt. Ltd.,4.2,19 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Plantago Major Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Corallium Rubrum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,4.4,13 Ratings,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Jaborandi Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Pix Liquida Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Abrotanum Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Acid Pic Dilution 1M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Acid Nitricum Dilution 10M,Adel Pekana Germany,4.4,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Abroma Radix Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Carbo Vegetabilis Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Lord's Calcarea Iod Trituration Tablet 3X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '']"
Bio India Calendula Officinalis Ointment,Bio-India Pharma Pvt Ltd,4.8,14 Ratings,"['', '', '', '', '', '', '', '']"
Bjain Salix Nigra Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Terebinthinae Oleum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Medilexicon Arnica Shampoo,Medilexicon,4.2,18 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bjain Paeonia Officinalis Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Lord's Rheuma-Koll Syrup,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Anilinum Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Myrica Cerifera Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Similia Biocom No.20 Tablet,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Allium Cepa Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,29 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Cough Plus Syrup,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Natrum Iodatum Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
